Date,IT Dep.,CostElement,Country,Forecast
01/09/2020,Core Infrastructure,Depreciation,Brazil,"23,512"
01/10/2020,Core Infrastructure,Depreciation,Brazil,"23,512"
01/11/2020,Core Infrastructure,Depreciation,Brazil,"23,512"
01/12/2020,Core Infrastructure,Depreciation,Brazil,"23,512"
01/01/2020,Core Infrastructure,Depreciation,Canada,"10,731"
01/02/2020,Core Infrastructure,Depreciation,Canada,"7,173"
01/03/2020,Core Infrastructure,Depreciation,Canada,"7,037"
01/04/2020,Core Infrastructure,Depreciation,Canada,"4,937"
01/05/2020,Core Infrastructure,Depreciation,Canada,"5,033"
01/06/2020,Core Infrastructure,Depreciation,Canada,"4,900"
01/07/2020,Core Infrastructure,Depreciation,Canada,"14,584"
01/08/2020,Core Infrastructure,Depreciation,Canada,"14,584"
01/09/2020,Core Infrastructure,Depreciation,Canada,"14,584"
01/10/2020,Core Infrastructure,Depreciation,Canada,"14,584"
01/11/2020,Core Infrastructure,Depreciation,Canada,"14,584"
01/12/2020,Core Infrastructure,Depreciation,Canada,"14,584"
01/01/2020,Core Infrastructure,Depreciation,Mexico,"2,148"
01/02/2020,Core Infrastructure,Depreciation,Mexico,"2,529"
01/03/2020,Core Infrastructure,Depreciation,Mexico,"3,773"
01/04/2020,Core Infrastructure,Depreciation,Mexico,"4,269"
01/05/2020,Core Infrastructure,Depreciation,Mexico,"4,399"
01/06/2020,Core Infrastructure,Depreciation,Mexico,"4,369"
01/07/2020,Core Infrastructure,Depreciation,Mexico,"5,652"
01/08/2020,Core Infrastructure,Depreciation,Mexico,"5,652"
01/09/2020,Core Infrastructure,Depreciation,Mexico,"5,652"
01/10/2020,Core Infrastructure,Depreciation,Mexico,"5,652"
01/11/2020,Core Infrastructure,Depreciation,Mexico,"5,652"
01/12/2020,Core Infrastructure,Depreciation,Mexico,"5,652"
01/01/2020,Core Infrastructure,Depreciation,New Zealand,"5,944"
01/02/2020,Core Infrastructure,Depreciation,New Zealand,"5,847"
01/03/2020,Core Infrastructure,Depreciation,New Zealand,"5,959"
01/04/2020,Core Infrastructure,Depreciation,New Zealand,"6,052"
01/05/2020,Core Infrastructure,Depreciation,New Zealand,"7,577"
01/06/2020,Core Infrastructure,Depreciation,New Zealand,"7,990"
01/07/2020,Core Infrastructure,Depreciation,New Zealand,"9,094"
01/08/2020,Core Infrastructure,Depreciation,New Zealand,"9,094"
01/09/2020,Core Infrastructure,Depreciation,New Zealand,"9,094"
01/10/2020,Core Infrastructure,Depreciation,New Zealand,"9,094"
01/11/2020,Core Infrastructure,Depreciation,New Zealand,"9,094"
01/12/2020,Core Infrastructure,Depreciation,New Zealand,"9,094"
01/06/2020,Core Infrastructure,Depreciation,USA,756
01/01/2020,Core Infrastructure,Employee Performance,USA,30
01/03/2020,Core Infrastructure,Employee Performance,USA,600
01/04/2020,Core Infrastructure,Employee Performance,USA,270
01/06/2020,Core Infrastructure,Employee Performance,USA,353
01/07/2020,Core Infrastructure,Employee Performance,USA,44
01/08/2020,Core Infrastructure,Employee Performance,USA,44
01/09/2020,Core Infrastructure,Employee Performance,USA,44
01/10/2020,Core Infrastructure,Employee Performance,USA,80
01/11/2020,Core Infrastructure,Employee Performance,USA,87
01/12/2020,Core Infrastructure,Employee Performance,USA,87
01/01/2020,Core Infrastructure,External Labor,Brazil,"12,109"
01/02/2020,Core Infrastructure,External Labor,Brazil,"17,786"
01/03/2020,Core Infrastructure,External Labor,Brazil,"15,448"
01/04/2020,Core Infrastructure,External Labor,Brazil,"14,780"
01/05/2020,Core Infrastructure,External Labor,Brazil,"19,994"
01/06/2020,Core Infrastructure,External Labor,Brazil,"5,579"
01/07/2020,Core Infrastructure,External Labor,Brazil,"34,537"
01/08/2020,Core Infrastructure,External Labor,Brazil,"34,537"
01/09/2020,Core Infrastructure,External Labor,Brazil,"34,537"
01/10/2020,Core Infrastructure,External Labor,Brazil,"34,537"
01/11/2020,Core Infrastructure,External Labor,Brazil,"34,537"
01/12/2020,Core Infrastructure,External Labor,Brazil,"34,537"
01/01/2020,Core Infrastructure,External Labor,Canada,"15,054"
01/02/2020,Core Infrastructure,External Labor,Canada,"-7,711"
01/03/2020,Core Infrastructure,External Labor,Canada,"20,583"
01/04/2020,Core Infrastructure,External Labor,Canada,"29,295"
01/05/2020,Core Infrastructure,External Labor,Canada,"21,036"
01/06/2020,Core Infrastructure,External Labor,Canada,"14,567"
01/07/2020,Core Infrastructure,External Labor,Canada,"24,893"
01/08/2020,Core Infrastructure,External Labor,Canada,"24,893"
01/09/2020,Core Infrastructure,External Labor,Canada,"24,893"
01/10/2020,Core Infrastructure,External Labor,Canada,"24,893"
01/11/2020,Core Infrastructure,External Labor,Canada,"24,893"
01/12/2020,Core Infrastructure,External Labor,Canada,"24,893"
01/01/2020,Core Infrastructure,External Labor,Mexico,"5,169"
01/02/2020,Core Infrastructure,External Labor,Mexico,"38,717"
01/03/2020,Core Infrastructure,External Labor,Mexico,"7,266"
01/04/2020,Core Infrastructure,External Labor,Mexico,"27,098"
01/05/2020,Core Infrastructure,External Labor,Mexico,"35,493"
01/06/2020,Core Infrastructure,External Labor,Mexico,"9,700"
01/07/2020,Core Infrastructure,External Labor,Mexico,"20,429"
01/08/2020,Core Infrastructure,External Labor,Mexico,"20,429"
01/09/2020,Core Infrastructure,External Labor,Mexico,"20,429"
01/10/2020,Core Infrastructure,External Labor,Mexico,"20,429"
01/11/2020,Core Infrastructure,External Labor,Mexico,"20,429"
01/12/2020,Core Infrastructure,External Labor,Mexico,"20,429"
01/01/2020,Core Infrastructure,External Labor,New Zealand,-687
01/02/2020,Core Infrastructure,External Labor,New Zealand,"9,183"
01/03/2020,Core Infrastructure,External Labor,New Zealand,"21,891"
01/04/2020,Core Infrastructure,External Labor,New Zealand,"2,996"
01/05/2020,Core Infrastructure,External Labor,New Zealand,260
01/06/2020,Core Infrastructure,External Labor,New Zealand,"122,078"
01/07/2020,Core Infrastructure,External Labor,New Zealand,"68,739"
01/08/2020,Core Infrastructure,External Labor,New Zealand,"68,739"
01/09/2020,Core Infrastructure,External Labor,New Zealand,"68,739"
01/10/2020,Core Infrastructure,External Labor,New Zealand,"68,739"
01/11/2020,Core Infrastructure,External Labor,New Zealand,"68,739"
01/12/2020,Core Infrastructure,External Labor,New Zealand,"68,739"
01/01/2020,Core Infrastructure,External Labor,USA,"35,183"
01/02/2020,Core Infrastructure,External Labor,USA,"62,930"
01/03/2020,Core Infrastructure,External Labor,USA,"-157,919"
01/04/2020,Core Infrastructure,External Labor,USA,"-119,534"
01/05/2020,Core Infrastructure,External Labor,USA,"172,999"
01/06/2020,Core Infrastructure,External Labor,USA,"172,354"
01/07/2020,Core Infrastructure,External Labor,USA,"889,532"
01/08/2020,Core Infrastructure,External Labor,USA,"468,848"
01/09/2020,Core Infrastructure,External Labor,USA,"510,567"
01/10/2020,Core Infrastructure,External Labor,USA,"258,598"
01/11/2020,Core Infrastructure,External Labor,USA,"258,598"
01/12/2020,Core Infrastructure,External Labor,USA,"216,598"
01/01/2020,Core Infrastructure,Hardware,Brazil,"1,192"
01/02/2020,Core Infrastructure,Hardware,Brazil,"1,184"
01/03/2020,Core Infrastructure,Hardware,Brazil,"1,195"
01/04/2020,Core Infrastructure,Hardware,Brazil,"1,214"
01/05/2020,Core Infrastructure,Hardware,Brazil,"1,253"
01/06/2020,Core Infrastructure,Hardware,Brazil,"1,245"
01/07/2020,Core Infrastructure,Hardware,Brazil,"13,402"
01/08/2020,Core Infrastructure,Hardware,Brazil,"13,402"
01/09/2020,Core Infrastructure,Hardware,Brazil,"13,402"
01/10/2020,Core Infrastructure,Hardware,Brazil,"13,402"
01/11/2020,Core Infrastructure,Hardware,Brazil,"13,402"
01/12/2020,Core Infrastructure,Hardware,Brazil,"13,402"
01/06/2020,Core Infrastructure,Hardware,Canada,89
01/07/2020,Core Infrastructure,Hardware,Canada,208
01/08/2020,Core Infrastructure,Hardware,Canada,208
01/09/2020,Core Infrastructure,Hardware,Canada,208
01/10/2020,Core Infrastructure,Hardware,Canada,208
01/11/2020,Core Infrastructure,Hardware,Canada,208
01/12/2020,Core Infrastructure,Hardware,Canada,208
01/01/2020,Core Infrastructure,Hardware,Mexico,"36,859"
01/02/2020,Core Infrastructure,Hardware,Mexico,"32,132"
01/03/2020,Core Infrastructure,Hardware,Mexico,"2,618"
01/04/2020,Core Infrastructure,Hardware,Mexico,"18,224"
01/05/2020,Core Infrastructure,Hardware,Mexico,"19,986"
01/06/2020,Core Infrastructure,Hardware,Mexico,"18,285"
01/07/2020,Core Infrastructure,Hardware,Mexico,"36,624"
01/08/2020,Core Infrastructure,Hardware,Mexico,"36,624"
01/09/2020,Core Infrastructure,Hardware,Mexico,"36,624"
01/10/2020,Core Infrastructure,Hardware,Mexico,"36,624"
01/11/2020,Core Infrastructure,Hardware,Mexico,"36,624"
01/12/2020,Core Infrastructure,Hardware,Mexico,"36,624"
01/01/2020,Core Infrastructure,Hardware,New Zealand,"29,980"
01/02/2020,Core Infrastructure,Hardware,New Zealand,"36,766"
01/03/2020,Core Infrastructure,Hardware,New Zealand,"22,247"
01/04/2020,Core Infrastructure,Hardware,New Zealand,"32,870"
01/05/2020,Core Infrastructure,Hardware,New Zealand,"30,977"
01/06/2020,Core Infrastructure,Hardware,New Zealand,"48,689"
01/07/2020,Core Infrastructure,Hardware,New Zealand,"37,038"
01/08/2020,Core Infrastructure,Hardware,New Zealand,"37,038"
01/09/2020,Core Infrastructure,Hardware,New Zealand,"37,038"
01/10/2020,Core Infrastructure,Hardware,New Zealand,"37,038"
01/11/2020,Core Infrastructure,Hardware,New Zealand,"37,038"
01/12/2020,Core Infrastructure,Hardware,New Zealand,"37,038"
01/03/2020,Core Infrastructure,Hardware,USA,"2,883"
01/04/2020,Core Infrastructure,Hardware,USA,406
01/05/2020,Core Infrastructure,Hardware,USA,"5,484"
01/06/2020,Core Infrastructure,Hardware,USA,"27,519"
01/07/2020,Core Infrastructure,Hardware,USA,51
01/08/2020,Core Infrastructure,Hardware,USA,51
01/09/2020,Core Infrastructure,Hardware,USA,51
01/10/2020,Core Infrastructure,Hardware,USA,51
01/11/2020,Core Infrastructure,Hardware,USA,51
01/12/2020,Core Infrastructure,Hardware,USA,51
01/01/2020,Core Infrastructure,Hardware Maintenance,Brazil,432
01/02/2020,Core Infrastructure,Hardware Maintenance,Brazil,"9,126"
01/03/2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,142"
01/04/2020,Core Infrastructure,Hardware Maintenance,Brazil,"1,565"
01/05/2020,Core Infrastructure,Hardware Maintenance,Brazil,"1,394"
01/06/2020,Core Infrastructure,Hardware Maintenance,Brazil,"2,314"
01/07/2020,Core Infrastructure,Hardware Maintenance,Brazil,"8,269"
01/08/2020,Core Infrastructure,Hardware Maintenance,Brazil,"8,269"
01/09/2020,Core Infrastructure,Hardware Maintenance,Brazil,"8,269"
01/10/2020,Core Infrastructure,Hardware Maintenance,Brazil,"8,269"
01/11/2020,Core Infrastructure,Hardware Maintenance,Brazil,"8,269"
01/12/2020,Core Infrastructure,Hardware Maintenance,Brazil,"8,269"
01/02/2020,Core Infrastructure,Hardware Maintenance,Canada,"34,463"
01/03/2020,Core Infrastructure,Hardware Maintenance,Canada,588
01/07/2020,Core Infrastructure,Hardware Maintenance,Canada,"5,291"
01/08/2020,Core Infrastructure,Hardware Maintenance,Canada,"5,291"
01/09/2020,Core Infrastructure,Hardware Maintenance,Canada,"5,291"
01/10/2020,Core Infrastructure,Hardware Maintenance,Canada,"5,291"
01/11/2020,Core Infrastructure,Hardware Maintenance,Canada,"5,291"
01/12/2020,Core Infrastructure,Hardware Maintenance,Canada,"5,291"
01/01/2020,Core Infrastructure,Hardware Maintenance,Mexico,"4,253"
01/02/2020,Core Infrastructure,Hardware Maintenance,Mexico,680
01/03/2020,Core Infrastructure,Hardware Maintenance,Mexico,"12,115"
01/04/2020,Core Infrastructure,Hardware Maintenance,Mexico,"22,914"
01/05/2020,Core Infrastructure,Hardware Maintenance,Mexico,"9,776"
01/06/2020,Core Infrastructure,Hardware Maintenance,Mexico,-351
01/07/2020,Core Infrastructure,Hardware Maintenance,Mexico,"6,339"
01/08/2020,Core Infrastructure,Hardware Maintenance,Mexico,"6,339"
01/09/2020,Core Infrastructure,Hardware Maintenance,Mexico,"6,339"
01/10/2020,Core Infrastructure,Hardware Maintenance,Mexico,"6,339"
01/11/2020,Core Infrastructure,Hardware Maintenance,Mexico,"6,339"
01/12/2020,Core Infrastructure,Hardware Maintenance,Mexico,"6,339"
01/01/2020,Core Infrastructure,Hardware Maintenance,New Zealand,15
01/03/2020,Core Infrastructure,Hardware Maintenance,New Zealand,913
01/04/2020,Core Infrastructure,Hardware Maintenance,New Zealand,116
01/07/2020,Core Infrastructure,Hardware Maintenance,New Zealand,"7,130"
01/08/2020,Core Infrastructure,Hardware Maintenance,New Zealand,"7,130"
01/09/2020,Core Infrastructure,Hardware Maintenance,New Zealand,"7,130"
01/10/2020,Core Infrastructure,Hardware Maintenance,New Zealand,"7,130"
01/11/2020,Core Infrastructure,Hardware Maintenance,New Zealand,"7,130"
01/12/2020,Core Infrastructure,Hardware Maintenance,New Zealand,"7,130"
01/06/2020,Core Infrastructure,Hardware Maintenance,United Kingdom,"-13,773"
01/01/2020,Core Infrastructure,Hardware Maintenance,USA,46
01/03/2020,Core Infrastructure,Hardware Maintenance,USA,183
01/04/2020,Core Infrastructure,Hardware Maintenance,USA,425
01/07/2020,Core Infrastructure,Hardware Maintenance,USA,17
01/08/2020,Core Infrastructure,Hardware Maintenance,USA,17
01/09/2020,Core Infrastructure,Hardware Maintenance,USA,17
01/10/2020,Core Infrastructure,Hardware Maintenance,USA,17
01/11/2020,Core Infrastructure,Hardware Maintenance,USA,17
01/12/2020,Core Infrastructure,Hardware Maintenance,USA,17
01/01/2020,Core Infrastructure,Internal Labor,Brazil,"14,726"
01/02/2020,Core Infrastructure,Internal Labor,Brazil,"15,591"
01/03/2020,Core Infrastructure,Internal Labor,Brazil,"16,379"
01/04/2020,Core Infrastructure,Internal Labor,Brazil,-18
01/05/2020,Core Infrastructure,Internal Labor,Brazil,"3,726"
01/06/2020,Core Infrastructure,Internal Labor,Brazil,"13,667"
01/07/2020,Core Infrastructure,Internal Labor,Brazil,"9,844"
01/08/2020,Core Infrastructure,Internal Labor,Brazil,"9,844"
01/09/2020,Core Infrastructure,Internal Labor,Brazil,"9,844"
01/10/2020,Core Infrastructure,Internal Labor,Brazil,"9,844"
01/11/2020,Core Infrastructure,Internal Labor,Brazil,"9,844"
01/12/2020,Core Infrastructure,Internal Labor,Brazil,"9,844"
01/05/2020,Core Infrastructure,Internal Labor,Canada,195
01/06/2020,Core Infrastructure,Internal Labor,Canada,"1,127"
01/07/2020,Core Infrastructure,Internal Labor,Canada,223
01/08/2020,Core Infrastructure,Internal Labor,Canada,223
01/09/2020,Core Infrastructure,Internal Labor,Canada,223
01/10/2020,Core Infrastructure,Internal Labor,Canada,223
01/11/2020,Core Infrastructure,Internal Labor,Canada,223
01/12/2020,Core Infrastructure,Internal Labor,Canada,223
01/01/2020,Core Infrastructure,Internal Labor,Mexico,"2,093"
01/02/2020,Core Infrastructure,Internal Labor,Mexico,"2,123"
01/03/2020,Core Infrastructure,Internal Labor,Mexico,"2,058"
01/04/2020,Core Infrastructure,Internal Labor,Mexico,"2,221"
01/05/2020,Core Infrastructure,Internal Labor,Mexico,"3,082"
01/06/2020,Core Infrastructure,Internal Labor,Mexico,"2,974"
01/07/2020,Core Infrastructure,Internal Labor,Mexico,"3,502"
01/08/2020,Core Infrastructure,Internal Labor,Mexico,"3,502"
01/09/2020,Core Infrastructure,Internal Labor,Mexico,"3,502"
01/10/2020,Core Infrastructure,Internal Labor,Mexico,"3,503"
01/11/2020,Core Infrastructure,Internal Labor,Mexico,"3,503"
01/12/2020,Core Infrastructure,Internal Labor,Mexico,"3,338"
01/01/2020,Core Infrastructure,Internal Labor,New Zealand,"39,087"
01/02/2020,Core Infrastructure,Internal Labor,New Zealand,"36,504"
01/03/2020,Core Infrastructure,Internal Labor,New Zealand,"39,022"
01/04/2020,Core Infrastructure,Internal Labor,New Zealand,"34,391"
01/05/2020,Core Infrastructure,Internal Labor,New Zealand,"37,143"
01/06/2020,Core Infrastructure,Internal Labor,New Zealand,"39,187"
01/07/2020,Core Infrastructure,Internal Labor,New Zealand,"37,230"
01/08/2020,Core Infrastructure,Internal Labor,New Zealand,"37,230"
01/09/2020,Core Infrastructure,Internal Labor,New Zealand,"37,230"
01/10/2020,Core Infrastructure,Internal Labor,New Zealand,"37,230"
01/11/2020,Core Infrastructure,Internal Labor,New Zealand,"37,230"
01/12/2020,Core Infrastructure,Internal Labor,New Zealand,"37,230"
01/01/2020,Core Infrastructure,Internal Labor,Switzerland,"2,677"
01/02/2020,Core Infrastructure,Internal Labor,Switzerland,"2,624"
01/03/2020,Core Infrastructure,Internal Labor,Switzerland,"10,011"
01/04/2020,Core Infrastructure,Internal Labor,Switzerland,"3,054"
01/05/2020,Core Infrastructure,Internal Labor,Switzerland,"3,063"
01/06/2020,Core Infrastructure,Internal Labor,Switzerland,"7,302"
01/01/2020,Core Infrastructure,Internal Labor,USA,"55,695"
01/02/2020,Core Infrastructure,Internal Labor,USA,"58,261"
01/03/2020,Core Infrastructure,Internal Labor,USA,"57,769"
01/04/2020,Core Infrastructure,Internal Labor,USA,"52,244"
01/05/2020,Core Infrastructure,Internal Labor,USA,"44,505"
01/06/2020,Core Infrastructure,Internal Labor,USA,"44,923"
01/07/2020,Core Infrastructure,Internal Labor,USA,"54,656"
01/08/2020,Core Infrastructure,Internal Labor,USA,"54,649"
